# id           ra             dec              redshift   g_prime_delve           g_prime_err_delve       r_prime_delve           r_prime_err_delve       i_prime_delve          i_prime_err_delve       z_prime_delve         z_prime_err_delve       vista.vircam.Y_vhs    vista.vircam.Y_err_vhs   vista.vircam.J_vhs    vista.vircam.J_err_vhs   vista.vircam.H_vhs    vista.vircam.H_err_vhs   vista.vircam.Ks_vhs   vista.vircam.Ks_err_vhs   WISE1                 WISE1_err               WISE2                 WISE2_err             
  J0026-0917   6.595991651    -9.290788628     -1.0       0.003137042482165596    1.3543256870516976E-4   0.014673969092717213    6.828817477589934E-4    0.09146244355043712    0.00468992167019508     0.20141471678215653   0.010802629966401411    0.27295735429260937   0.005072845489017042     0.3688226636452787    0.00651660213306221      ""                    ""                       0.3540273383655467    0.013846380247905576      0.19697007536888123   0.0076484233140945435   0.11271964758634567   0.011141739785671234  
  J0027-0912   6.901352682    -9.206266559     -1.0       0.0053238523207399914   2.35683978022469E-4     0.026092758818423264    0.0012506431815796117   0.16884414296885164    0.008963696226270884    0.38683877558607277   0.021567083157893352    0.5557675682778876    0.0054350187552559825    0.7377166747331534    0.006624054648061484     ""                    ""                       0.7073442052086436    0.0131279157031029        0.40738001465797424   0.011466771364212036    0.26326900720596313   0.013464808464050293  
  J0027-0934   6.951700188    -9.577771374     -1.0       0.0031610167708103856   1.365162989417656E-4    0.014892376251255003    6.935634142362611E-4    0.07854164626145375    0.003993527118989829    0.16890713675412958   0.008967233238310335    0.2305617182285006    0.004983272485839102     0.3130972116950244    0.0066088412995280454    ""                    ""                       0.2900670512208369    0.014369315056475318      0.16703204810619354   0.007370650768280029    0.08173353224992752   0.012166962027549744  
  J0029-0113   7.444247707    -1.221785007     -1.0       0.005307309321603723    2.3491649318094915E-4   0.026745578745668783    0.0012835836576196372   0.16540887199971757    0.008770932713458385    0.3902897987486429    0.02177118678384643     ""                    ""                       0.7885441242708886    0.008096792802579245     0.8374274644434915    0.010833937495345336     0.7523279556372591    0.011116026979519189      0.3959132432937622    0.011498689651489258    0.277715265750885     0.014930576086044312  
  J0031-0025   7.797882892    -0.4329340383    -1.0       0.009823259117528425    4.480603242068282E-4    0.04968741465037694     0.0024641305961070753   0.36025399037364814    0.019998754825582887    0.8704888246312326    0.051036568619965084    ""                    ""                       1.7569362357895935    0.008766489875995154     1.7788494752334152    0.009604381270082563     1.552873218516116     0.009882903884949945      1.0577908754348755    0.024078845977783203    0.7311388850212097    0.02123403549194336   
  J0033+0052   8.321620135    0.8796888874     -1.0       0.004306527253922037    1.8872417697893013E-4   0.021357125515195457    0.0010131041339753039   0.13396125267953357    0.007018213975437809    0.31359447315764316   0.017264248015406547    ""                    ""                       0.5975122314616842    0.011599142506780291     0.6240014516392123    0.012499285200215593     0.558461450514298     0.013979860494502172      0.3182731866836548    0.01009628176689148     0.21300986409187317   0.012747183442115784  
  J0033-0005   8.333757099    -0.09245539238   -1.0       0.003767384962838323    1.6405356477252947E-4   0.018525980389614366    8.724160792470473E-4    0.11431941673756588    0.005935658957659157    0.26397645966450556   0.01438457886808392     ""                    ""                       0.4922516720530967    0.007146393857167477     0.5315307569824271    0.009123501538664036     0.45401478929103134   0.008998815710249075      0.26668596267700195   0.009409278631210327    0.19248618185520172   0.01317816972732544   
  J0033+0100   8.361582486    1.000479887      -1.0       0.004546106441709302    1.9973765794937485E-4   0.021359289395158017    0.0010132120665670395   0.1493256452328049     0.007871759550029389    0.3439090464572926    0.019038132138645303    ""                    ""                       0.6430518618562642    0.011059251901123779     0.6736197316197318    0.01108294041939617      0.5850589130905822    0.013680274411237092      0.37983930110931396   0.011371433734893799    0.2484275996685028    0.013572975993156433  
  J0033+0011   8.475429279    0.1909492167     -1.0       0.008563356017775975    3.879566270020545E-4    0.0426477378525126      0.002097760813563207    0.2733609027425301     0.014926798183818368    0.5922627243391759    0.03389357163737794     ""                    ""                       1.1183939266343312    0.011651904712629557     1.1453673529136157    0.011387862009032634     1.0100237824829994    0.0150390884358641        0.5633777976036072    0.014848649501800537    0.37983930110931396   0.016427040100097656  
  J0034+0021   8.632905025    0.3553549174     -1.0       7.46769892169816E-4     3.0207572109677643E-5   0.004851088525968807    2.1379948782726966E-4   0.05167603693851593    0.002568177198186236    0.15688376381874017   0.008293621688503006    ""                    ""                       0.3755543528319483    0.011746892982702206     0.43295264780623227   0.012263993055408318     0.36015214027430276   0.012581727231545603      0.22698649764060974   0.00861293077468872     0.13378272950649261   0.011659100651741028  
  J0034-0030   8.742277596    -0.5119709756    -1.0       0.005320788546901838    2.3554183028750772E-4   0.026066384670440132    0.0012493133135277196   0.16245848540337612    0.008605571209141988    0.3678087019888259    0.020443705378021426    ""                    ""                       0.6838140188349594    0.0068393788015596035    0.7202631565790498    0.0086840300483636       0.638207053895467     0.008725801799289723      0.3600803315639496    0.01110115647315979     0.23988310992717743   0.01310586929321289   
  J0036+0034   9.217514314    0.5773759138     -1.0       0.019617370753595275    9.265224875726792E-4    0.08708601139659818     0.004453356958570215    0.570466833574495      0.032570392003886894    1.2744241716081928    0.07657686895999549     ""                    ""                       2.1556289126815593    0.00843533254484008      2.8249242060423057    0.008669048998035223     2.1791985436727868    0.011172973807870079      1.2717441320419312    0.02894771099090576     0.8717665076255798    0.024539053440093994  
  J0038+0042   9.697719043    0.7107438238     -1.0       0.008603651291699765    3.8987218972529915E-4   0.040229107715937976    0.001972643438439871    0.27762949300529566    0.015173819103022623    0.6275142608289493    0.03604035585419041     ""                    ""                       1.1712478319730826    0.0070124330562266746    1.2118866461949285    0.007846965216150137     1.0405477153272018    0.011093111880281503      0.6103792786598206    0.016087472438812256    0.39300674200057983   0.015955954790115356  
  J0040+0002   10.11548816    0.04101550312    -1.0       0.0033360887833419482   1.444422649561597E-4    0.018070692675136488    8.49894817931178E-4     0.17707709963145485    0.009426635246702536    0.49400802050253745   0.027955716069393455    ""                    ""                       1.0827136199437073    0.009746533671197266     1.093145572189652     0.01688755398726327      1.071115736802658     0.020841288114171075      0.5921066403388977    0.01560521125793457     0.3959132432937622    0.0157243013381958    
  J0042-0104   10.519708      -1.078698902     -1.0       0.0021601325443505364   9.165461435340153E-5    0.013189951541594906    6.105315747205759E-4    0.16005822633307998    0.008471177028775395    0.4726046604684343    0.026671941683338973    ""                    ""                       1.126108923713261     0.007299798241633626     1.1950519916267692    0.008393913557176669     1.1161022920215753    0.009133951912957405      0.6362084150314331    0.016767501831054688    0.45415064692497253   0.01763439178466797   
  J0042+0002   10.70398038    0.03670544401    -1.0       0.005786532544283955    2.571966439256024E-4    0.02634229445493123     0.001263229181547896    0.1686034278686848     0.008950181149176617    0.3823948194714701    0.02130442621805556     ""                    ""                       0.6987876163879045    0.010082039117370156     0.6578347329155542    0.017917213911140872     0.6098508030058565    0.020932841690604276      0.308744877576828     0.009794026613235474    0.20892949402332306   0.01286478340625763   
  J0044-0054   11.02131378    -0.9154008097    -1.0       0.0026661169748616593   1.142309257958934E-4    0.013543409186944662    6.277264172774993E-4    0.0850303565171834     0.0043424776957441125   0.19804213517730568   0.010611313668452083    ""                    ""                       0.3865307060184959    0.00585987516160974      0.3954613093949528    0.008410125674130187     0.37148664035855833   0.013024247110090093      0.1868959218263626    0.00775301456451416     0.11803209036588669   0.01283581554889679   
  J0044-0101   11.20164955    -1.032318798     -1.0       0.004278130222730415    1.8742075063945315E-4   0.011106294877036007    5.096804658447102E-4    0.06326157497332092    0.0031786393541375427   0.14964258437682945   0.007889424307494869    ""                    ""                       0.30464019170587414   0.005436877361211012     0.33247148254379194   0.010060371647266086     0.3250747221370925    0.013195530426557578      0.1731412261724472    0.007335394620895386    0.1171654462814331    0.011483758687973022  
  J0045+0024   11.35938456    0.4095925637     -1.0       0.006813119399652545    3.052311212216755E-4    0.03312247645124328     0.0016075353470084985   0.19858991960726116    0.010642374301280177    0.43988626319071156   0.024716815412266335    ""                    ""                       0.8323538640367233    0.006730451351465994     0.8632814321336791    0.008373788651621528     0.7542761922672439    0.010640887701452217      0.4254029095172882    0.012355208396911621    0.27114397287368774   0.015520662069320679  
  J0046-0053   11.53937073    -0.89574309      -1.0       0.005074102079500605    2.2411018389057683E-4   0.022801530552947796    0.001085278766876925    0.11749624839718632    0.006110044726803654    0.251063512198691     0.013640461663253223    ""                    ""                       0.43811649037167316   0.005316940914205037     0.471412180745087     0.009011568972526363     0.41071106180921      0.013622662139609665      0.22824428975582123   0.008052974939346313    0.14190559089183807   0.013199478387832642  
  J0046-0005   11.73250237    -0.08878741216   -1.0       0.003941504257394571    1.7200309169236637E-4   0.022078217123283606    0.0010491039974041445   0.1869099408288262     0.009981253092585018    0.5277448452169108    0.029986551057495925    ""                    ""                       1.2865610523327513    0.007698118772187179     1.4409244146693687    0.011190563151882937     1.277076166708184     0.01703945110426286       0.7184550166130066    0.017646729946136475    0.47907108068466187   0.019449621438980103  
  J0049-0029   12.34210897    -0.4927054975    -1.0       0.0031065045925807652   1.340527259395684E-4    0.015020071498486779    6.998124758004366E-4    0.11684582518917155    0.006074317990920328    0.2883978377792328    0.0157980278437595      ""                    ""                       0.5874011602265337    0.007215754692025955     0.6218986298659067    0.010555269237743081     0.553851836354929     0.01640488959332287       0.3061964213848114    0.009440243244171143    0.2006317675113678    0.01425163447856903   
  J0049-0003   12.49027085    -0.04695989683   -1.0       0.0012400534358593352   5.130397409491166E-5    0.006851915524156402    3.070540015622514E-4    0.049910003463046144   0.0024757651069866743   0.11821592914196447   0.006149589377103137    ""                    ""                       0.24084298433456466   0.005256701375721817     0.23660940313140216   0.00767513769368347      0.2030401847858347    0.010964318759258601      0.11803209036588669   0.006139829754829407    0.09523561596870422   0.012365132570266724  
  J0049+0016   12.4933001     0.270364289      -1.0       0.005322582478863154    2.3562506158999671E-4   0.027350117722657503    0.0013141271929647258   0.20623026507976408    0.011076141902999853    0.4968681972453719    0.028127546781387958    ""                    ""                       0.9611978705690206    0.006158665633871574     1.016930329103347     0.009003048487222332     0.9103894158698764    0.012958968242677837      0.508159339427948     0.013849407434463501    0.3121764063835144    0.01569315791130066   
  J0051-0051   12.97904671    -0.8557096007    -1.0       0.00683842361141691     3.064200088680963E-4    0.0331356275473949      0.001608207244273352    0.2569858434148687     0.013981450901220493    0.682593895461515     0.03941048208079878     ""                    ""                       1.501546548383384     0.0061609285452266516    1.5912118339286823    0.007997912606588109     1.4706008071449586    0.010485345080599284      0.8613899350166321    0.021930217742919922    0.5717416405677795    0.020680785179138184  
  J0053-0057   13.30204582    -0.9554678344    -1.0       0.006677360135146453    2.988564923340157E-4    0.027743062483119068    0.001334000086714835    0.10450426136202738    0.005398724380359821    0.18456102777542693   0.009848597880123322    ""                    ""                       0.2949421216514482    0.005162927738014689     0.31406562156263895   0.007085962090109144     0.26390085665728624   0.010169582709571912      0.12846949696540833   0.006906941533088684    0.10452023893594742   0.013403110206127167  
  J0055-0100   13.76832063    -1.010342183     -1.0       0.009356753751862611    4.257562825648979E-4    0.04753045809361404     0.0023515430090410294   0.34976955138992516    0.019382238135271457    0.7952637742890736    0.04635949027039432     ""                    ""                       1.513350762817799     0.0066396203072853766    1.5318576155967696    0.009851491181036565     1.3764917094488667    0.014281910565765         0.779829740524292     0.019853830337524414    0.5095655918121338    0.02158859372138977   
  J0055-0039   13.76869842    -0.665005532     -1.0       0.005458468394410367    2.4193369352416057E-4   0.026407445976672016    0.001266516348500276    0.21383323190954157    0.011508769982108924    0.5457266969639767    0.031072493666223888    ""                    ""                       1.1567694220587088    0.00635160291429715      1.2429486872559798    0.010458131727254738     1.1226469479097536    0.014096147168413564      0.6823381781578064    0.017371773719787598    0.4583530128002167    0.020225882530212402  
  J0058+0034   14.74551482    0.568763705      -1.0       0.0036736891026031633   1.5978327795847886E-4   0.020416946933943744    9.662653877498331E-4    0.17399244860309485    0.009253028536600372    0.47523454262534703   0.026829482345146705    ""                    ""                       1.0568661785791562    0.006502730976613691     1.139389990825186     0.009213159492532874     1.0567162841124849    0.013482602860387827      0.6131970882415771    0.015061378479003906    0.39264440536499023   0.015941202640533447  
  J0100+0041   15.22289279    0.6997421709     -1.0       0.01027708621827628     4.6981101191156775E-4   0.041064297725697446    0.0020158020176238994   0.09613802588378005    0.004943390137522652    0.1380753014305898    0.007246213650072469    ""                    ""                       0.19169924392758575   0.009266831979273554     0.19314452417181707   0.012787774498827564     0.16113979247528568   0.01477237842223128       0.09358366578817368   0.006246447563171387    0.05067569389939308   0.009447041898965836  
  J0102-0016   15.58577538    -0.2808870058    -1.0       0.01635746501079858     7.654262687718828E-4    0.0850303565171834      0.0043424776957441125   0.6634240328624371     0.03823542608745545     1.654359920245478     0.10112713009681262     ""                    ""                       3.586777196498115     0.008239470783184988     3.8299085140913616    0.011591347572804889     3.3530003595559617    0.013351547834929978      1.8264155387878418    0.039928436279296875    1.223488211631775     0.031148910522460938  
  J0103-0940   15.92178955    -9.674257656     -1.0       0.002671150757942607    1.1445664241898669E-4   0.013463463583980642    6.23835168869857E-4     0.08520039338807776    0.0043516433718632785   0.18685021417878198   0.009977878753705621    0.2441929941710833    0.005939982009682987     0.34469358425007596   0.0086001719758515       ""                    ""                       0.329375430357262     0.020676446442926488      0.17362000048160553   0.0072021037340164185   0.08928932249546051   0.010801956057548523  
  J0105-0941   16.42521011    -9.687770998     -1.0       0.0033740941742216295   1.4616560444181623E-4   0.017079926599941186    8.009914515771585E-4    0.12008534220244418    0.006252375664962853    0.296507716366687     0.016269103360221082    0.45349614537809274   0.006546291118442793     0.6511352394387089    0.008497242928380278     ""                    ""                       0.643180397866304     0.020567088776068276      0.39920884370803833   0.010879606008529663    0.28470829129219055   0.01555517315864563   
  J0106-0853   16.66515428    -8.891883517     -1.0       9.052188729442612E-4    3.692903743544244E-5    0.0066087785564761525   2.956387139261213E-4    0.07273482529143299    0.0036826612088530775   0.25213341144554574   0.013702026365286502    0.4306106829877894    0.006129151043586467     0.7056426138232732    0.008734373015730101     ""                    ""                       0.8068314156056144    0.019175752236779586      0.4920395016670227    0.013410091400146484    0.3394688367843628    0.015278220176696777  
  J0107-0846   16.92266199    -8.770686417     -1.0       0.003306276726189732    1.4309112309952333E-4   0.016210723565073495    7.58212616742299E-4     0.09883655512932434    0.005090012649163589    0.2305300794761742    0.01246215509569873     0.3261309383316497    0.005940764444726576     0.43870440990216475   0.008341535017509172     ""                    ""                       0.4388959769582052    0.01952535856948928       0.24456828832626343   0.007539957761764526    0.1614355891942978    0.011190667748451233  
  J0108-0926   17.11009082    -9.436805173     -1.0       0.003415308979726366    1.4803555167545524E-4   0.015942792732464184    7.450504089840902E-4    0.0995550282650603     0.0051290903244083225   0.2602100103655768    0.014167295074462932    0.37973270241318563   0.006235287741151452     0.5010653832696981    0.009047146829759212     ""                    ""                       0.41422928575989504   0.019264114905027774      0.2495744675397873    0.008139505982398987    0.17234539985656738   0.011354967951774597  
  J0108-0025   17.22502225    -0.4197408475    -1.0       0.008035564658297772    3.629099983004716E-4    0.03925570668708901     0.001922406041627911    0.24929708478085366    0.01353885274256364     0.541896068272814     0.030840959357498865    ""                    ""                       0.9891104722527074    0.00647599038597213      1.007697079745505     0.009120904798970209     0.862421549933988     0.01228634717482402       0.48977893590927124   0.014224380254745483    0.35091298818588257   0.014246553182601929  
  J0109+0106   17.49790319    1.102435909      -1.0       0.009820047760179874    4.479065956447554E-4    0.048866181080879624    0.00242123108025373     0.34625272502207805    0.019175699460555973    0.7931709504990581    0.046229782022649046    ""                    ""                       1.548980676575419     0.00781261615176465      1.6215427395265436    0.009144185547465211     1.4401853870320314    0.011384865723777837      0.8113341927528381    0.02065587043762207     0.5561599731445312    0.018138349056243896  
  J0110-0933   17.70971962    -9.563095955     -1.0       0.002735339266933024    1.1733667777785945E-4   0.013061239708884754    6.04276052998249E-4     0.08350752264745005    0.004260438682281084    0.1901410991016681    0.010163899620775407    0.26517708973119186   0.005817446559684747     0.3614814369447794    0.008527199703362298     ""                    ""                       0.37047559141531405   0.020162796412559747      0.19019544124603271   0.007048442959785461    0.12462356686592102   0.01075591892004013   
  J0112+0013   18.08513349    0.232542643      -1.0       5.713865326214908E-4    2.2844594272853637E-5   0.003999837981163209    1.7467028314341413E-4   0.035057423902052964   0.0017065489171026044   0.10853364784266889   0.005618804504272754    ""                    ""                       0.2830987814348462    0.008898687015827966     0.3277826786647787    0.014399558678738267     0.31146037345397526   0.012856938004788043      0.1744215190410614    0.007235333323478699    0.11846768110990524   0.010722041130065918  
  J0113-1006   18.46797968    -10.11232507     -1.0       0.001957677728023418    8.268960547267367E-5    0.010537636176497682    4.823211708917998E-4    0.08916130164128398    0.0045654505591809225   0.24182901113556518   0.01310977054382298     0.362418534590786     0.004989029327397199     0.5115470682443884    0.006435168518505563     ""                    ""                       0.5208794214973328    0.014188876846043086      0.29214608669281006   0.008746445178985596    0.19390994310379028   0.012274682521820068  
  J0114-0915   18.52616136    -9.254512567     -1.0       0.0030319693030516357   1.3068767656760315E-4   0.016995909113047547    7.968512670398012E-4    0.17235917235536932    0.009161182044761657    0.47324191163476065   0.026710110424377875    0.7022038398801067    0.0049578903885657555    0.9928828289201104    0.006221742755461723     ""                    ""                       1.000879974456054     0.014798499486221806      0.5883015394210815    0.014977693557739258    0.38053974509239197   0.015113294124603271  
  J0115-0922   18.95927689    -9.371623509     -1.0       0.0014002835921895715   5.825101243125963E-5    0.009157919043037692    4.162671302961572E-4    0.08806464728335889    0.004506197231106054    0.2306768434744662    0.01247055469268335     0.34878740996899854   0.004710444003383107     0.48225906521683437   0.006339455246902714     ""                    ""                       0.4857871246077787    0.014148243932072035      0.26865828037261963   0.008522391319274902    0.17155341804027557   0.012039199471473694  
