# id           ra             dec              redshift   g_prime_delve           g_prime_err_delve       r_prime_delve           r_prime_err_delve       i_prime_delve          i_prime_err_delve       z_prime_delve         z_prime_err_delve       vista.vircam.Y_vhs    vista.vircam.Y_err_vhs   vista.vircam.J_vhs    vista.vircam.J_err_vhs   vista.vircam.H_vhs    vista.vircam.H_err_vhs   vista.vircam.Ks_vhs   vista.vircam.Ks_err_vhs   WISE1                 WISE1_err               WISE2                 WISE2_err             
  J0826+3430   126.5134685    34.50245662      -1.0       0.004393404595853501    1.9271449886743876E-4   0.0208919222054417      9.899139585443431E-4    ""                     ""                      0.3251516782998315    0.017939302295308157    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.31768733263015747   0.009794503450393677    0.20342306792736053   0.013402745127677917  
  J0826+4500   126.5165421    45.0155796       -1.0       0.002330358834880045    9.922401358981089E-5    0.011854542554671565    5.457911826252278E-4    ""                     ""                      0.17924539210771143   0.009548779076399727    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.1923089474439621    0.00746724009513855     0.12111558765172958   0.010758556425571442  
  J0826+2440   126.5180351    24.67937676      -1.0       0.0024523406665926425   1.0466469762734562E-4   0.012897169275668858    5.96306774541356E-4     0.08536864731803286    0.004360713991023044    0.19470773287683613   0.010422359585660124    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.18862512707710266   0.007324203848838806    0.12336713075637817   0.011165469884872437  
  J0826+2034   126.5401293    20.57080385      -1.0       0.017689941633770905    8.310838691447629E-4    0.0890886545278397      0.004561524038677531    0.5781136183952442     0.03303423956925866     1.3704878825857738    0.0827412598935291      ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        1.58343505859375      0.037467241287231445    1.0587668418884277    0.028855562210083008  
  J0826+4442   126.5417298    44.70673378      -1.0       5.972415308815437E-5    2.1746646730296925E-6   0.002083584893351848    8.826001063875393E-5    ""                     ""                      0.12812302976221193   0.006695383425727119    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.21300986409187317   0.007515475153923035    0.16069409251213074   0.01127728819847107   
  J0826+2542   126.548158     25.70867663      -1.0       0.004275231142044053    1.872877067242854E-4    0.0202694516559706      9.589277371142013E-4    0.1265545022360672     0.006608798291837054    0.2791386668490207    0.015261211272842967    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.2671774625778198    0.008713304996490479    0.18230536580085754   0.012481153011322021  
  J0826+5447   126.5512604    54.79296165      -1.0       2.0819447492520442E-4   7.974375308327224E-6    0.0027702183390127017   1.1890302953114279E-4   ""                     ""                      0.14931794352731972   0.007871330320606218    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.3153550922870636    0.009440958499908447    0.22039401531219482   0.011464521288871765  
  J0826+3331   126.5837572    33.52885143      -1.0       0.0026405865083816505   1.13086450224792E-4     0.012998798152217484    6.012424985469035E-4    ""                     ""                      0.1798398783015293    0.009582283343000625    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.16188234090805054   0.007143422961235046    0.10834281146526337   0.011425875127315521  
  J0826+2822   126.5971488    28.37579012      -1.0       0.008134633670610002    3.676050924010096E-4    0.039963286819856884    0.001958917562161558    0.2796553937247062     0.015291140338117182    0.6407797814776501    0.03685029979635768     ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.6540334224700928    0.01665109395980835     0.4381271302700043    0.01701265573501587   
  J0826+3238   126.6173221    32.6369583       -1.0       0.004563562470984749    2.0054126331746705E-4   0.022538759010002133    0.0010721295899086547   ""                     ""                      0.28103706417843055   0.015371184359107282    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.25351306796073914   0.008719384670257568    0.16113878786563873   0.011584118008613586  
  J0826+2037   126.6208263    20.63264073      -1.0       0.005583333890604117    2.4773766923305227E-4   0.02789728890379001     0.0013418042014889144   0.18305533897720908    0.009763618039718508    0.4275845456985983    0.0239841009956423      ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.4786294102668762    0.013900518417358398    0.31045570969581604   0.015063226222991943  
  J0826+0623   126.6637421    6.397744397      -1.0       0.002965505951775528    1.2769045762699204E-4   0.015021454961905777    6.998801942150468E-4    0.09915129709295403    0.005107129379136849    0.23253310995037116   0.01257682105042543     ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.23593910038471222   0.008324697613716125    0.1452110856771469    0.01362822949886322   
  J0826+2330   126.6966141    23.50992812      -1.0       0.0025731884893371456   1.1006773615795246E-4   0.011722601452478304    5.394147752711426E-4    0.08669323317099512    0.004432159102778971    0.23356706315244444   0.01263603496597332     ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.31045570969581604   0.01040157675743103     0.21557584404945374   0.013274013996124268  
  J0826+3006   126.6995608    30.10304743      -1.0       0.0025925551281093724   1.1093476706785371E-4   0.012983578258623802    6.005031971305658E-4    0.09790390174480497    0.005039310683664075    0.24192124007694968   0.013115064637914398    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.29648324847221375   0.00966903567314148     0.17733719944953918   0.01244509220123291   
  J0827+3434   126.7524001    34.57298603      -1.0       0.002194219144776381    9.316810281116911E-5    0.011517515357100496    5.295109077133528E-4    ""                     ""                      0.17984998254296955   0.009582852860391955    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.1612871140241623    0.006548196077346802    0.1161983385682106    0.010711058974266052  
  J0827+0623   126.788634     6.384626558      -1.0       0.005342217922371004    2.3653615990048074E-4   0.026367903462986807    0.0012645212102396323   0.15504237055497572    0.008190727426180627    0.3499751432732914    0.019394316378096466    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.3624093234539032    0.010525226593017578    0.2301439493894577    0.01476682722568512   
  J0827+0650   126.7938528    6.84634174       -1.0       0.0026685196184377887   1.1433865860700082E-4   0.013431310837838972    6.222705186563586E-4    0.08322810377300782    0.004245395084507081    0.16978542262068258   0.009016556098189688    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.14190559089183807   0.006636098027229309    0.11545159667730331   0.012744702398777008  
  J0827+2632   126.7943449    26.54648742      -1.0       8.668325281820312E-4    3.529530577223118E-5    0.005939857141997403    2.6434509997880565E-4   ""                     ""                      0.23100511696468565   0.012489343641640727    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.3922833204269409    0.011392831802368164    0.2556227445602417    0.01262645423412323   
  J0827+0805   126.8147051    8.097407409      -1.0       0.003362643292353116    1.4564626783655343E-4   0.016423707431496598    7.686838060402788E-4    0.09242205057202543    0.00474188228636703     0.1984624735907512    0.010635147350294888    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.19842657446861267   0.007880598306655884    0.1291813850402832    0.015732668340206146  
  J0827+0724   126.8289305    7.406374975      -1.0       0.003669644553786208    1.5959906348984344E-4   0.01625414014619124     7.603465685712962E-4    0.09999392136011104    0.005152969852410344    0.22371257669932654   0.012072343865934948    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.20100173354148865   0.007804766297340393    0.15995582938194275   0.014744594693183899  
  J0827+4714   126.8397014    47.2418768       -1.0       0.006514663677867135    2.912257032783522E-4    0.03428634572372696     0.0016670546649814391   ""                     ""                      0.5041386568694869    0.028564622619599356    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.465586394071579     0.012689143419265747    0.3290027678012848    0.013938367366790771  
  J0827+2125   126.8576494    21.41757398      -1.0       0.0018980095793371364   8.005567895398536E-5    0.009848570542853829    4.4927208063187153E-4   0.07956857860637812    0.004048645351716035    0.20576163395772878   0.011049507348652343    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.21617218852043152   0.008010908961296082    0.1415141373872757    0.01197555661201477   
  J0827+0757   126.9069365    7.953978088      -1.0       9.085373795569743E-4    3.7070425984178754E-5   0.004785727872545858    2.107820819806901E-4    0.05477419454807452    0.002730725968974286    0.16050878230692037   0.008496395093342074    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.2112516313791275    0.008015871047973633    0.16550062596797943   0.014562234282493591  
  J0827+2037   126.9385014    20.62106182      -1.0       0.002168440949323245    9.202341292147706E-5    0.011506975806831243    5.290021872358004E-4    0.11247717500449038    0.00583466405494637     0.31151402194204303   0.01714289440143829     ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.3984740376472473    0.011929750442504883    0.24705828726291656   0.014570936560630798  
  J0827+3151   126.9591441    31.85936042      -1.0       0.00287594648151173     1.236568983330054E-4    0.015875272912378557    7.417353192359644E-4    ""                     ""                      0.4976962861322198    0.028177307859308       ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.6504284739494324    0.015975117683410645    0.4442216753959656    0.016461938619613647  
  J0827+2512   126.97361      25.21129509      -1.0       0.008143081847829125    3.6800560613770364E-4   0.03956533069505288     0.0019383783235710217   0.24463196286615707    0.013270720429685051    0.5565917951390453    0.0317297879810019      ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.5749104619026184    0.015152573585510254    0.3634122610092163    0.015716224908828735  
  J0827+4709   126.9780556    47.15187599      -1.0       0.003684963580792884    1.6029684226392124E-4   0.020020070384787543    9.465279744755098E-4    ""                     ""                      0.31832298598711706   0.017540252808070977    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.33021730184555054   0.009295165538787842    0.23834151029586792   0.013021662831306458  
  J0828+2130   127.0077993    21.50560867      -1.0       0.003266209216845697    1.412761264609902E-4    0.01612982293682028     7.542371127841549E-4    0.10055785480564126    0.005183661700997863    0.23286145137738357   0.012595623214399887    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.2905358076095581    0.009734183549880981    0.18080057203769684   0.01422947645187378   
  J0828+0409   127.0191135    4.156340839      -1.0       0.00435532732490549     1.9096510188590116E-4   0.021025096607526533    9.965498219306826E-4    0.12292516502620346    0.006408700128486808    0.2674917549139414    0.01458754857059219     ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.241212397813797     0.008296072483062744    0.18331578373908997   0.012393146753311157  
  J0828+2742   127.0882956    27.7098327       -1.0       0.010237105995110398    4.6789283268241187E-4   0.07492217905259595     0.00379959748138195     ""                     ""                      1.2027872063328933    0.07200071536079578     ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        4.141903400421143     0.08308649063110352     2.779712200164795     0.055757999420166016  
  J0828+2914   127.2085685    29.24515787      -1.0       0.0068145063411882345   3.052962791319511E-4    0.01505784422481688     7.016615121671343E-4    0.024263374415611102   0.0011585776605797411   0.027956268312661594  0.0013447892840033893   ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.23056834936141968   0.007929965853691101    0.14641982316970825   0.010651111602783203  
  J0828+2017   127.2255687    20.29823322      -1.0       0.004163820509136917    1.8217830099630586E-4   0.01950918827761335     9.211518959454414E-4    0.1240097979784817     0.006468463306430042    0.27711395711583936   0.015143972628360924    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.26521632075309753   0.009357720613479614    0.1846713125705719    0.014690771698951721  
  J0829+2338   127.2625619    23.63423259      -1.0       0.002784540891707024    1.1954650639047631E-4   0.014574417291816445    6.780157403000649E-4    0.104120441266958      0.005377786448732602    0.23527728502494438   0.012734014042678127    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.2276144027709961    0.00863674283027649     0.13243423402309418   0.011652901768684387  
  J0829+3333   127.2690918    33.56419168      -1.0       0.0020644748664085132   8.741347748106917E-5    0.011298177670744654    5.189290152594304E-4    ""                     ""                      0.21974125471834374   0.011845608518590955    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.2236662060022354    0.008090361952781677    0.14777469635009766   0.010749682784080505  
  J0829+2521   127.3115164    25.36128088      -1.0       0.005785743818214232    2.571598955942809E-4    0.02693320272393308     0.0012930591097684886   0.15881941792733284    0.00840186188769293     0.3302956088836548    0.01824025000301993     ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.322107195854187     0.010217905044555664    0.21877579391002655   0.013659879565238953  
  J0829+2043   127.31214      20.72811391      -1.0       3.348124508784337E-4    1.3082620954724686E-5   0.002370899799871839    1.0103074648042457E-4   0.029203304713680114   0.001407984451419448    0.10050192956979732   0.005180617538463966    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.20606307685375214   0.007818982005119324    0.14086396992206573   0.011920377612113953  
  J0829+3231   127.3397897    32.51698969      -1.0       0.0028561538664140266   1.2276630272211415E-4   0.015160167510196514    7.066716373040158E-4    ""                     ""                      0.2857308939868696    0.015643294682158915    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.3121764063835144    0.009345769882202148    0.21637141704559326   0.013135865330696106  
  J0829+0357   127.3512246    3.958878064      -1.0       0.0034709663233516933   1.5056252711678937E-4   0.018138108689319324    8.532277198920538E-4    0.11642332543179681    0.0060511170654423685   0.2758371773378873    0.015070069624548543    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.3332725465297699    0.009977340698242188    0.21817250549793243   0.012488499283790588  
  J0829+2826   127.3911537    28.44667707      -1.0       0.003073199826516922    1.325486197923881E-4    0.016386960240942473    7.668766396500271E-4    0.13914487020036825    0.007305556215184167    0.3790300126727478    0.02110568129350726     ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.4965924620628357    0.013088375329971313    0.30283063650131226   0.013629615306854248  
  J0829+2652   127.421439     26.88008048      -1.0       0.0031203779477065605   1.3467950622835217E-4   0.014342894369590633    6.667059173742235E-4    0.09512511613626376    0.004888416527151773    0.20817108222737526   0.011186487408359536    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.18706835806369781   0.007594898343086243    0.13983000814914703   0.012068361043930054  
  J0829+0718   127.4263218    7.322922932      -1.0       0.0035183059274866966   1.5271342845947153E-4   0.016493088904202785    7.720964597940291E-4    0.09468151533495474    0.004864351801415354    0.2063615589150011    0.011083604628851329    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.19426754117012024   0.008058607578277588    0.09981594979763031   0.012478731572628021  
  J0829+4439   127.427708     44.66436982      -1.0       0.006846553403071003    3.0680202481096156E-4   0.03651068658898855     0.0017811147218272441   ""                     ""                      0.7083031936793676    0.04098981846894523     ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.7613781690597534    0.018015742301940918    0.5286879539489746    0.017713308334350586  
  J0829+3157   127.4523077    31.95202388      -1.0       0.003004515162134321    1.294492165112254E-4    0.014400103049866797    6.694996512646312E-4    ""                     ""                      0.18163469124175857   0.009683476968406712    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.18672382831573486   0.007580921053886414    0.12257430702447891   0.01201389729976654   
  J0829+4429   127.4557018    44.49068302      -1.0       4.415423858475755E-4    1.7457956000500733E-5   0.003222611852045232    1.3930247381321783E-4   ""                     ""                      0.1144816815818227    0.005944559252163917    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.15703633427619934   0.00651434063911438     0.10232924669981003   0.010199502110481262  
  J0829+2107   127.4710855    21.1175488       -1.0       6.702968832289492E-4    2.6986132578738897E-5   0.004331321288543039    1.8986257507716195E-4   0.05034171422911684    0.0024983385904581296   0.1503273494110949    0.007927597718201979    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.24299629032611847   0.008357644081115723    0.16054612398147583   0.011815622448921204  
  J0829+2306   127.4977041    23.11480165      -1.0       0.005790579119942369    2.5738518575679856E-4   0.027729165511062154    0.001333296993177878    0.18763420003670672    0.010022176359583523    0.4306079067470684    0.02416405393211052     ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.42854854464530945   0.012063056230545044    0.28470829129219055   0.013814300298690796  
  J0830+2238   127.5056595    22.63673933      -1.0       0.0034155543465737024   1.480466875059803E-4    0.0173836432203484      8.159669279511131E-4    0.10959652901233634    0.005676939118838015    0.24567377544550772   0.013330572234853483    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.2556227445602417    0.009018957614898682    0.15346167981624603   0.012077853083610535  
  J0830+3455   127.5102735    34.9206063       -1.0       0.0032916496163821135   1.424284116937325E-4    0.018383051336043513    8.653427225482763E-4    ""                     ""                      0.37230425523816246   0.020708757826944812    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.39156168699264526   0.011722385883331299    0.2350713312625885    0.012843012809753418  
  J0830+3424   127.5375347    34.40676652      -1.0       5.944602229101449E-4    2.3808011911995532E-5   0.0026553098102135146   1.1374639872853811E-4   ""                     ""                      0.130872138799555     0.006847290956688554    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.19989384710788727   0.007584899663925171    0.15289723873138428   0.011122450232505798  
  J0830+0807   127.5390292    8.117426518      -1.0       0.011944368678807344    5.501343996818699E-4    0.060011986099468555    0.0030067124121238575   0.407855196460118      0.022811828230218822    0.9360503284514412    0.05513521125731469     ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.9944882392883301    0.023530542850494385    0.6754604578018188    0.020824909210205078  
  J0830+0751   127.5860278    7.864260183      -1.0       0.001045591393955557    4.292972468772425E-5    0.00446574581594884     1.9604017094493765E-4   0.04842615636451893    0.0023982618367112823   0.15713365047397954   0.0083075906239157      ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.24010446667671204   0.008684948086738586    0.16626466810703278   0.012944132089614868  
  J0830+0640   127.6087512    6.667268415      -1.0       0.0025481535808506055   1.0894740997214073E-4   0.013814208290260572    6.409161747818123E-4    0.11439051098475218    0.005939558414936819    0.324321992886414     0.01789078930984006     ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.3901219666004181    0.011330097913742065    0.26594996452331543   0.013834238052368164  
  J0830+2203   127.6134356    22.0622754       -1.0       6.996918253725641E-4    2.8222513908042262E-5   0.007092556432812307    3.1837242655440023E-4   0.06679168502307012    0.003365982338616999    0.2637606473323591    0.014372123552686106    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.7613781690597534    0.018701016902923584    0.4321153163909912    0.016013771295547485  
  J0830+3704   127.6147387    37.08175593      -1.0       0.00803141375375524     3.6271334253935254E-4   0.039556840849260456    0.0019379402723356531   ""                     ""                      0.5849371435913716    0.0334484892401421      ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.5866779088973999    0.014409363269805908    0.391560822725296     0.015551000833511353  
  J0830+3201   127.6662319    32.02159745      -1.0       0.006339140827938986    2.830041817236959E-4    0.03026944095049885     0.0014621302118443813   ""                     ""                      0.4147385452570991    0.023220415921380133    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.4250107407569885    0.011963456869125366    0.31448477506637573   0.014982640743255615  
  J0830+2137   127.6926174    21.61267938      -1.0       0.003105340303855675    1.340001311099133E-4    0.013170018954326073    6.095626202894961E-4    0.07968122459527008    0.004054693892312666    0.16552972746007466   0.008777710186027354    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.14873050153255463   0.0070858001708984375   0.09799401462078094   0.012092746794223785  
  J0830+4438   127.6960947    44.6402416       -1.0       0.004462838798078671    1.9590647739706462E-4   0.022322889013144182    0.0010613335900963791   ""                     ""                      0.3479849006804884    0.01927741132717914     ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.3419790267944336    0.010237962007522583    0.2484275996685028    0.012053921818733215  
  J0830+4208   127.7007817    42.14784069      -1.0       0.00970371426864196     4.4233944142110446E-4   0.045050954825509325    0.002222475990368608    ""                     ""                      0.7025479971252365    0.040635937529118205    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.5893864035606384    0.015005290508270264    0.3959132432937622    0.014672160148620605  
  J0830+0815   127.7167699    8.252203983      -1.0       0.006189375051390417    2.759982356236755E-4    0.031115730405725336    0.001505185621423672    0.2158251244460256     0.011622271876609136    0.5025443561672263    0.02846874326451787     ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.5445027947425842    0.014350593090057373    0.3476960361003876    0.015342861413955688  
  J0830+3303   127.720631     33.06063104      -1.0       0.006231720980943722    2.7797828877215627E-4   0.033049979923062384    0.0016038317214898123   ""                     ""                      0.5179196636298725    0.029394212712261503    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.5931985378265381    0.015102267265319824    0.39627769589424133   0.01468569040298462   
  J0830+0727   127.7341979    7.461231843      -1.0       0.0022319250164875913   9.484360950605484E-5    0.01200432099713191     5.53034129892601E-4     0.11394046827573921    0.005914876399853455    0.31318950471561446   0.017240622038014686    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.44136688113212585   0.012423872947692871    0.29812583327293396   0.014726191759109497  
  J0831+3247   127.7641099    32.7936078       -1.0       0.003071080496904657    1.3245293375536765E-4   0.015939841550839887    7.44905496191009E-4     ""                     ""                      0.2510494070744751    0.013639650126342051    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.24911481142044067   0.008346423506736755    0.1816350668668747    0.012591078877449036  
  J0831+2705   127.8042388    27.0948741       -1.0       0.001986023577458871    8.394222807436521E-5    0.01249195468089584     5.766475357333253E-4    0.13027047599033353    0.006814028414126205    0.41220077121916554   0.023069725491132342    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.6754604578018188    0.01659071445465088     0.44340401887893677   0.01564428210258484   
  J0831+3631   127.8230222    36.52652321      -1.0       0.0017070396156467656   7.165287544794738E-5    0.008270961514113093    3.7407075825895975E-4   ""                     ""                      0.2419573392368374    0.0131171368230793      ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.2779715061187744    0.009560614824295044    0.18586617708206177   0.012245982885360718  
  J0831+4521   127.8276666    45.3527807       -1.0       7.35238770274783E-4     2.9720816183988674E-5   0.0034836169900921378   1.5113717664264623E-4   ""                     ""                      0.14021342565559702   0.007364869924636058    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.18264155089855194   0.0070918649435043335   0.11076441407203674   0.010395362973213196  
  J0831+2244   127.8589494    22.74964724      -1.0       0.001976123123205265    8.350462226857118E-5    0.014247740613448226    6.620604762591058E-4    0.16725873198275087    0.008874704095533925    0.5795760090501423    0.033122993004143675    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        1.100525975227356     0.02604079246520996     0.7530080676078796    0.023214995861053467  
  J0831+2636   127.8728185    26.60085036      -1.0       0.004448659846644126    1.952544507545055E-4    0.0215403918767437      0.001022247405567573    0.11088275298039896    0.0057473341741219736   0.24636669641548084   0.013370389070583438    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.2443428337574005    0.008620977401733398    0.15545327961444855   0.012629508972167969  
  J0831+2341   127.9001078    23.69760732      -1.0       0.017015236897031646    7.97803598316639E-4     0.0914539357037748      0.0046894611315882045   0.8886181920525125     0.05216792221628186     2.3519798678145984    0.14720742992943858     ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        2.779715061187744     0.060771942138671875    1.8706837892532349    0.04258310794830322   
  J0831+0818   127.9426396    8.308123138      -1.0       0.002945289573711084    1.2677943085916262E-4   0.015069262563632049    7.022205068036146E-4    0.10421417623990867    0.0053828994048649575   0.23237403540076965   0.012567712386403668    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.23746517300605774   0.008589759469032288    0.1816350668668747    0.0127469003200531    
  J0831+3458   127.9600572    34.9798292       -1.0       0.012100964865764287    5.577101265383678E-4    0.059663235337454185    0.0029882921037848523   ""                     ""                      0.964107807806625     0.056895283674099795    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        1.045202374458313     0.02473163604736328     0.7033961415290833    0.021685481071472168  
  J0831+3703   127.9613483    37.06188649      -1.0       0.005371955420594472    2.379163209678941E-4    0.02738323793189276     0.0013158016230923747   ""                     ""                      0.4065481601613368    0.02273429383112413     ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.35220879316329956   0.010229021310806274    0.2459232360124588    0.012577399611473083  
  J0831+2042   127.9890396    20.705909        -1.0       0.0065927104185720085   2.9488505781333045E-4   0.030226787997246474    0.001459961960087821    0.19933263142779822    0.010684496157833095    0.4513202291754035    0.025399031748203793    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.45540744066238403   0.013226151466369629    0.3011614680290222    0.01513943076133728   
  J0832+2032   128.0081705    20.54176946      -1.0       0.0024842540127663964   1.0609029804836342E-4   0.01392656466326438     6.463927156758684E-4    0.0906609780679968     0.004646548533202524    0.21267282500971632   0.011442677753171815    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.2249053567647934    0.008733168244361877    0.12989705801010132   0.013591893017292023  
  J0832+4723   128.1169564    47.39725587      -1.0       0.003544296125656664    1.5389491489214762E-4   0.01729231746379535     8.114624121157397E-4    ""                     ""                      0.23226341112838067   0.012561378230501158    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.22698649764060974   0.007807046175003052    0.13639548420906067   0.010734692215919495  
  J0832+0550   128.1583324    5.845915942      -1.0       0.0026722113235831397   1.1450420118718071E-4   0.013351276805106482    6.183766779052548E-4    0.09588008270964775    0.004929387553571543    0.22163890710515433   0.011953920197545015    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.21837356686592102   0.00847955048084259     0.13931556046009064   0.0114365816116333    
  J0832+0700   128.1709819    7.007200654      -1.0       0.002787304397638885    1.196706824560293E-4    0.01304935962684895     6.036988324641477E-4    0.07898161320746774    0.004017136238574609    0.16989492262279732   0.009022706498517857    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.1615845412015915    0.0072723329067230225   0.1046164482831955    0.01103278249502182   
  J0832+2010   128.1841054    20.17136293      -1.0       0.0032972630819224935   1.42682724267402E-4     0.01628149949172794     7.61691453337026E-4     0.11325902013748643    0.00587751427160188     0.25863446653199107   0.01407646111480787     ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.27745985984802246   0.009789705276489258    0.17603550851345062   0.012955769896507263  
  J0832+2911   128.2018228    29.19895683      -1.0       0.004023759360526068    1.7576459870477946E-4   0.01988351677380277     9.397417567132103E-4    0.13351584233155347    0.006993554384101541    0.2538285097525592    0.013799599886572006    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.2297205924987793    0.00851297378540039     0.13639548420906067   0.011657193303108215  
  J0832+2848   128.2146266    28.80757101      -1.0       0.004353414305116472    1.9087723139765093E-4   0.020075723242201464    9.492944346980309E-4    0.14721863951904043    0.00775438225900707     0.3571303833873765    0.019814956354511748    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.3970084488391876    0.011530071496963501    0.28002697229385376   0.01407700777053833   
  J0832+2543   128.217493     25.72304679      -1.0       0.003929886431293012    1.7147212262698473E-4   0.019653504386259915    9.283166545042375E-4    0.12558714857438713    0.0065554307791082095   0.29609017727051695   0.01624482994750559     ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.34009483456611633   0.010484963655471802    0.20682354271411896   0.012376964092254639  
  J0832+2100   128.2225214    21.00293086      -1.0       0.006165013046589314    2.7485940326630893E-4   0.030753772686837277    0.001486762837463556    0.2389549326969706     0.012944856742616473    0.5683988623288707    0.03244502042430841     ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.6558434367179871    0.01728576421737671     0.4250107407569885    0.017630726099014282  
  J0832+2340   128.2430294    23.67731052      -1.0       3.9035450874652823E-4   1.5352858303771207E-5   0.0029288234963857924   1.2603763230628227E-4   0.04117249637659887    0.002021396817045558    0.1344918600472991    0.007047596806185885    ""                    ""                       ""                    ""                       ""                    ""                       ""                    ""                        0.20155799388885498   0.008183181285858154    0.1257764846086502    0.012118682265281677  
