# ls_id            ra                   dec                   mag_auto_g   snr_g   magerr_auto_g   mag_auto_r   snr_r   magerr_auto_r   mag_auto_i   snr_i   magerr_auto_i   mag_auto_z   snr_z   magerr_auto_z   mag_type    ypetromag            ypetromagerr          jpetromag            jpetromagerr          hpetromag            hpetromagerr          kspetromag           kspetromagerr         w1mpro   w1sigmpro   w2mpro   w2sigmpro   BD_chi2_min          BD_chi2_template   QSO_chi2_min          QSO_z               R_chi2_best            F_test_value         BIC_value            QSO_EBV               QSO_EMline   Data_Points   QSO_Par   ebv                    extended_class_z   Separation              
  10641500172915   222.92848956940864   -2.9635730602165324   99.0         99.0    99.0            23.146225    99.0    0.159267        21.78771     99.0    0.080099        21.234356    99.0    0.097622        "DELVE DR2" 20.664794921875      0.23941724002361298   20.1343936920166     0.23383498191833496   19.55484390258789    0.35272228717803955   18.9475040435791     0.38640454411506653   ""       ""          ""       ""          16.3878855666433     MD3                0.8760279135527067    5.35                0.053455823204905495   70.82814331877937    13.565947504035279   0.0                   -2.0         7.0           3.0       0.09608989953994751    1                  0.0                     
  10614600182258   187.10100607806302   -0.9440465831271325   99.0         99.0    99.0            23.117891    99.0    0.147913        21.794327    99.0    0.093162        21.00484     99.0    0.070015        "DELVE DR2" 20.267751693725586   0.1644839495420456    19.761262893676758   0.20180247724056244   19.0904483795166     0.23039810359477997   18.770248413085938   0.36420440673828125   ""       ""          ""       ""          7.739172202930587    MD3                1.179221522128701     5.6                 0.15237049793027813    22.25180106604577    4.614040531746572    0.0                   -2.0         7.0           3.0       0.022663075476884842   0                  9.15875412196701E-11    
  10615800084791   220.47942687854754   -0.7598603952321383   99.0         99.0    99.0            23.315174    99.0    0.186789        21.924103    99.0    0.090938        21.443798    99.0    0.060152        "DELVE DR2" 20.662302017211914   0.1720026433467865    20.030338287353516   0.22978869080543518   19.730205535888672   0.2919951379299164    19.18830108642578    0.31127065420150757   ""       ""          ""       ""          16.7365094209499     MD3                0.8803850957048917    5.35                0.05260267081754042    72.04176627978737    13.910214176189696   0.0                   -2.0         7.0           3.0       0.03927232325077057    0                  9.159191953305825E-11   
  10590300130695   223.0511895699793    1.963741758841934     99.0         99.0    99.0            23.044432    99.0    0.187752        21.634083    99.0    0.043946        21.123268    99.0    0.080313        "DELVE DR2" 20.509845733642578   0.260959267616272     19.953977584838867   0.2834457457065582    19.322837829589844   0.2336919903755188    19.196395874023438   0.3005453050136566    ""       ""          ""       ""          26.96625972987966    MD3                0.8886362429852115    5.3                 0.032953633610543626   117.38266897281356   24.131713337839138   0.0                   -2.0         7.0           3.0       0.04623875021934509    1                  0.0                     
  10590100104983   217.97104144206315   2.2808528346777166    99.0         99.0    99.0            23.391634    99.0    0.220565        21.707811    99.0    0.069421        21.158005    99.0    0.066583        "DELVE DR2" 20.26765251159668    0.21404476463794708   19.93956756591797    0.19676785171031952   19.532102584838867   0.26793017983436584   18.65582275390625    0.2731005549430847    ""       ""          ""       ""          19.109181028600524   MD3                1.0993307045609142    5.6                 0.05752892826309807    65.53023671337539    16.0639401749843     0.0                   0.0          7.0           3.0       0.0365118645131588     1                  0.0                     
  10577500108105   221.32436555997      3.196490874817229     99.0         99.0    99.0            99.0         99.0    99.0            22.089338    99.0    0.126619        21.344002    99.0    0.096639        "DELVE DR2" 20.5179386138916     0.3208617866039276    20.025726318359375   0.23831920325756073   19.39116668701172    0.33600661158561707   18.96562957763672    0.27896761894226074   18.053   0.123       17.15    0.192       8.178876710551279    MD3                0.8267527040603005    5.599999999999996   0.10108389370801203    44.46386428725088    5.272682464811142    0.0                   0.0          8.0           1.0       0.03492967039346695    2                  0.0                     
  10614300153414   178.6049512078173    -0.2673327947873503   99.0         99.0    99.0            99.0         99.0    99.0            20.832962    99.0    0.062398        20.542051    99.0    0.068619        "DELVE DR2" 19.835433959960938   0.20230409502983093   19.376028060913086   0.2030731439590454    -9.99999488E8        -9.99999488E8         18.676219940185547   0.2566196620464325    17.802   0.1         17.218   ""          51.39774288792085    MD3                0.8342775084129567    5.1                 0.016231792711835658   242.4299582314983    48.617555230452574   0.0                   -2.0         7.0           3.0       0.02052481286227703    2                  0.0                     
  10626500086107   159.94081078370485   -0.554804002109833    99.0         99.0    99.0            23.200972    99.0    0.169177        21.560003    99.0    0.085979        20.92799     99.0    0.067886        "DELVE DR2" 19.9156436920166     0.13721849024295807   19.672576904296875   0.15679533779621124   19.101806640625      0.22325116395950317   18.546546936035156   0.3014180362224579    ""       ""          ""       ""          17.40706789089582    MD3                0.713743273315025     5.7                 0.04100307287755937    93.55366413499135    14.747414468525482   0.0                   0.0          7.0           3.0       0.048761941492557526   1                  0.0                     
  10600900063782   159.93656826494728   0.77215097223025      99.0         99.0    99.0            22.57098     99.0    0.118963        21.177296    99.0    0.084059        20.745338    99.0    0.043405        "DELVE DR2" 19.969772338867188   0.13686656951904297   19.4947452545166     0.15268026292324066   18.954160690307617   0.2739080488681793    18.556983947753906   0.3263928294181824    17.86    0.112       17.496   ""          33.01840370972998    MD1                0.8362638275779344    5.3                 0.02532720342659997    230.89942781833076   29.984915304815825   0.0                   -2.0         9.0           3.0       0.06204857677221298    0                  0.0                     
  10588500136215   172.51923225763724   2.1400861754651714    99.0         99.0    99.0            99.0         99.0    99.0            22.325947    99.0    0.147398        21.42107     99.0    0.127283        "DELVE DR2" 20.635162353515625   0.2920953333377838    19.955652236938477   0.25406086444854736   19.038976669311523   0.17817969620227814   18.45493507385254    0.26539498567581177   17.458   0.087       17.218   ""          20.46299005804877    MD2                0.9251437206929952    5.6                 0.045210583500679836   105.59357373533601   17.458404795675943   0.1                   -2.0         8.0           3.0       0.029236821457743645   2                  0.0                     
