#id ra dec redshift g_prime_delve g_prime_err_delve r_prime_delve r_prime_err_delve i_prime_delve i_prime_err_delve z_prime_delve z_prime_err_delve vista.vircam.Y_vhs vista.vircam.Y_err_vhs vista.vircam.J_vhs vista.vircam.J_err_vhs vista.vircam.H_vhs vista.vircam.H_err_vhs vista.vircam.Ks_vhs vista.vircam.Ks_err_vhs WISE1 WISE1_err WISE2 WISE2_err
1.0995354252084558e+16 0.08060982742 -18.23605314 -1.0 nan nan nan nan 0.0039331779882607895 0.0002152413388617964 0.009287371116885828 0.0006490523870616733 0.006777120380718688 0.002606141412125551 nan nan nan nan nan nan 0.025846384465694427 0.004466742277145386 0.02246985211968422 0.008704091422259808
1.09954235063365e+16 2.107411252 -6.434606504 -1.0 7.073259637773654e-05 4.139248691674662e-05 0.0008735126525892465 8.476456844413516e-05 0.008132603517596865 0.00024374368556070655 0.025581923742069843 0.0002679289717252703 nan nan 0.025997141619221877 0.0024876087416937573 nan nan 0.0425029231698112 0.008736426826388519 0.057121582329273224 0.005360923707485199 0.08928932249546051 0.01087430864572525
1.0995317725990956e+16 2.958519151 -24.73339037 -1.0 nan nan 0.010363565581507955 0.00013844352911264977 0.06926853458678697 0.0003521325999364666 0.07905708555399109 0.0008167003118169508 0.09406169489056822 0.005700089035031275 0.08797093340002601 0.009476004575122876 nan nan 0.16213515832995398 0.024696280672572846 0.12462356686592102 0.005937300622463226 0.18399229645729065 0.010851442813873291
1.0995320482695976e+16 4.814102125 -24.29921048 -1.0 3.83105511542513e-05 3.7753329474909895e-05 0.0023709456575830273 0.00015617948364013683 0.016876189758036054 0.00027986584685835494 0.05190437907450467 0.0008889876435962951 0.05521486313663641 0.0051376213820105154 0.07396216240781084 0.006908886545158949 nan nan 0.09798644465696116 0.016970966419752223 0.09289664030075073 0.005719989538192749 0.09926576912403107 0.010058566927909851
1.0995254303923664e+16 5.131219014 -36.89498779 -1.0 0.00010394911591070385 1.5387008826349936e-05 9.803176005520509e-05 4.63441438366549e-05 0.00017561321753915818 4.588373503322665e-05 0.009610624298311223 0.00033183193232538995 nan nan 0.028308756968148087 0.005005190082735776 nan nan 0.043033631832069694 0.015282161366827304 0.05530957132577896 0.004587117582559586 0.04817252233624458 0.008251722902059555
1.0995414542058248e+16 9.357335867 -8.119044379 -1.0 0.00010103671090795237 6.963349291240337e-05 0.0017497499911949123 0.0002118695692668196 0.014997262738982147 0.00022305772847378523 0.026577174016688423 0.0004365576901223349 0.03529782941933151 0.0048222199258717395 0.03807869007208622 0.007026888661730325 nan nan nan nan 0.052287761121988297 0.005038019269704819 0.04848410189151764 0.010359995067119598
1.099544920064034e+16 23.00713829 -2.267550754 -1.0 nan nan 0.0006414517584055621 8.765533903709014e-05 0.009187919892093934 0.00012598407649679066 0.02215970629752454 0.0002640775980848574 0.02105813957995377 0.006528220353839372 0.027723726130008994 0.006835363423023908 nan nan 0.05308443508083078 0.01452896522662648 0.07592769712209702 0.004675224423408508 0.10774563997983932 0.009299233555793762
1.0995468831036892e+16 23.3618159 1.110521897 -1.0 nan nan 0.002823314119074025 6.427602940901238e-05 0.019721375397846845 0.0001308807970778654 0.020078201111979208 0.0001845971938462948 nan nan 0.022734237883743243 0.0038275436797256326 0.04284135515970446 0.00583969585775785 0.03984850201136641 0.008310309486190562 0.05233600735664368 0.0050861649215221405 0.06558433920145035 0.010933112353086472
1.0995176476511372e+16 25.79271838 -55.75297001 -1.0 nan nan 6.289382385242071e-05 4.171598256786026e-05 0.0007919686674588909 0.00010663419598590392 0.021987871994781794 0.00026829116519725554 nan nan 0.01790497009553597 0.003949013823840003 nan nan 0.04491009771521709 0.01049745702056245 0.05011870712041855 0.003901869058609009 0.08534923195838928 0.0077246204018592834
1.0995256807922994e+16 29.99159668 -36.56574221 -1.0 5.042315311957532e-05 3.1505372798647276e-05 0.0011246629802325598 6.287465742038667e-05 0.008360279558329213 0.00010648811412546609 0.04966307427247584 0.000224735870180022 nan nan 0.07926363773150248 0.006903597441934181 nan nan 0.07799012205226202 0.013696306496150668 0.06338705122470856 0.004448413848876953 0.07502393424510956 0.008158735930919647
1.0995464332645376e+16 30.88493215 0.2081183218 -1.0 1.299271762836745e-05 1.2845493401617252e-05 0.00038129156689641996 6.386629551498514e-05 0.006689807175399709 0.00013011449023184705 0.020002247649020376 0.0002082479967297074 nan nan 0.045375309465603746 0.0053343569647228625 0.06683180642338046 0.0066070295024162895 0.07370857243516703 0.010604294750921062 0.06367954611778259 0.004849396646022797 0.06558433920145035 0.010325759649276733
1.0995361587921072e+16 32.91887669 -17.07466423 -1.0 nan nan nan nan 0.0016603008873018387 9.792616792039907e-05 0.019981956077029742 0.0002054661241357031 nan nan 0.02652256973735806 0.0036397678824367577 nan nan 0.06282278713807316 0.011973976401556514 0.034229498356580734 0.004662994295358658 0.06373823434114456 0.009388178586959839
1.099520848534254e+16 36.1106148 -47.19149209 -1.0 4.631294518327322e-05 3.640639292580161e-05 1.1331974798247785e-05 1.1329826088039106e-05 0.0011323033703167548 0.00010062518354124169 0.029016351260376383 0.0002555538166122938 nan nan 0.04065762444833195 0.004825711033286509 0.04913344320850557 0.006764073835177631 0.09092933187154582 0.008437376148366954 0.10176544636487961 0.0046696737408638 0.11376266926527023 0.0076909735798835754
1.0995417655284984e+16 37.90686547 -7.481786611 -1.0 nan nan 0.00984711931079711 7.240289684062526e-05 0.06667435145857807 0.0001575348919919256 0.07182433273756217 0.00023911905283958979 nan nan 0.07578896914767536 0.004629090301655828 nan nan 0.1103623145371295 0.01440024621046794 0.12348096072673798 0.005557432770729065 0.1695118099451065 0.010583937168121338
1.099519653472118e+16 41.0043062 -50.14826532 -1.0 2.7284474897571727e-06 2.7284473437557405e-06 nan nan 0.0002903017139988952 9.000967848110219e-05 0.01294306702050991 0.00016935435063094792 nan nan 0.027115748677829763 0.006943997612391801 nan nan 0.047423892771902836 0.014537669574809418 0.04742421954870224 0.0037725940346717834 0.05030371993780136 0.0072907134890556335
1.099544475258711e+16 42.66910576 -2.917485492 -1.0 0.00013988501701216858 5.420524615970952e-05 0.0009258469495317147 7.953408780029094e-05 0.007434524551645723 0.00016616645330266334 0.02302067215709887 0.00023473829357252562 nan nan 0.046828257737800534 0.0068539271280382355 nan nan 0.013187910769241615 0.007110329149131729 0.02810603938996792 0.004161881282925606 0.04168693348765373 nan
1.0995447774580756e+16 43.11116036 -2.622452323 -1.0 4.435784101408974e-05 3.1717422561860755e-05 nan nan 0.00022577466159353675 9.632955961097971e-05 0.013381610972339815 0.00018619124655484126 nan nan 0.014370517238793462 0.0044730334292322396 nan nan nan nan 0.029133982956409454 0.0038991738110780716 0.031944774091243744 0.008653165772557259
1.0995401284916402e+16 49.92368393 -10.1461092 -1.0 nan nan 2.2834904518767905e-05 2.1941731580830145e-05 0.00019553891452439825 0.00010694609896775496 0.005223644344159967 0.00020131829435849832 0.009821241719724016 0.003516170450126232 0.017791018037887518 0.00473849705631153 nan nan 0.04693158265514709 0.012187215956886696 0.04587749391794205 0.003804866224527359 0.05385174974799156 0.00776251032948494
1.0995351585565526e+16 50.56062998 -18.68818233 -1.0 nan nan 6.236544133256219e-05 2.7189905782652835e-05 0.0009742311240686008 0.00010183548484089626 0.015962613563420894 0.00022877519238986843 nan nan 0.02212807322953617 0.002958890380854732 nan nan 0.016136673060434994 0.006807705132866888 0.02102810889482498 0.003212500363588333 0.01551669742912054 0.0059667909517884254
1.0995364575321056e+16 56.71689329 -16.47694168 -1.0 9.385676907878497e-06 9.377115459413886e-06 0.0007679900616829015 5.795242726317146e-05 0.009893911014137908 0.00011267393190695155 0.03959026420324872 0.0002258399515054424 nan nan 0.04033766919041024 0.006145425506052654 nan nan 0.05846398308218709 0.014023374260580423 0.05759706348180771 0.004533041268587112 0.07557878643274307 0.009143292903900146
