# ls_id        ra_1        dec_1        
  J0902+2811   135.72573   28.18752     
  J0902+0147   135.72681   1.79981      
  J0902+0903   135.74613   9.06018      
  J0903+0917   135.77121   9.28896      
  J0903+3038   135.78361   30.64698     
  J0903+3509   135.79894   35.16159     
  J0903+0137   135.81338   1.61678      
  J0903+0416   135.8271    4.28153      
  J0903+0143   135.82928   1.73293      
  J0903+3311   135.82978   33.19504     
  J0903+3710   135.83049   37.16737     
  J0903+1038   135.83941   10.64147     
  J0903+2505   135.86213   25.09779     
  J0903+3859   135.86272   38.99162     
  J0903+3317   135.87435   33.29643     
  J0903+0243   135.88035   2.72779      
  J0903-0041   135.88288   -0.69537     
  J0903+4038   135.88981   40.63439     
  J0903-0637   135.89643   -6.626023    
  J0903+2817   135.90756   28.29656     
  J0903+0219   135.92662   2.31754      
  J0903+2803   135.93949   28.06033     
  J0903+2735   135.96033   27.59679     
  J0903+2741   135.99206   27.6884      
  J0903+4756   135.99346   47.94958     
  J0904+3954   136.00078   39.90738     
  J0904+0730   136.00221   7.5039       
  J0904+3955   136.01856   39.91944     
  J0904+0737   136.02192   7.61765      
  J0904+0441   136.03469   4.69597      
  J0904-0043   136.07439   -0.72756     
  J0904-0021   136.0905    -0.36511     
  J0904+4307   136.11027   43.12719     
  J0904+3015   136.12227   30.25108     
  J0904+3603   136.16065   36.06066     
  J0904+4506   136.1759    45.1056      
  J0904+4019   136.19356   40.31868     
  J0904+3057   136.20434   30.95209     
  J0904+3213   136.20952   32.22594     
  J0904+1043   136.2139    10.71907     
  J0904+0246   136.21504   2.7808       
  J0904+3739   136.22914   37.65031     
  J0904+2649   136.23839   26.82084     
  J0905+0646   136.25707   6.77023      
  J0905+2525   136.27291   25.4181      
  J0905+4149   136.28079   41.82814     
  J0905+0234   136.28147   2.57639      
  J0905+0438   136.28757   4.63888      
  J0905+4333   136.29019   43.56357     
  J0905+3625   136.29378   36.42452     
  J0905+3901   136.29431   39.03232     
  J0905+3104   136.34152   31.08014     
  J0905-0000   136.35454   -0.01176     
  J0905+3445   136.36711   34.75923     
  J0905+0807   136.37557   8.12444      
  J0905+3600   136.38305   36.00042     
  J0905+3907   136.4583    39.13113     
  J0905+0138   136.46443   1.63461      
  J0905+2428   136.48936   24.47175     
  J0905+2736   136.49144   27.60585     
  J0906+4044   136.50551   40.74911     
  J0906+2717   136.5465    27.28501     
  J0906+0037   136.55325   0.62113      
  J0906+2620   136.55468   26.33665     
  J0906+3116   136.55758   31.27994     
  J0906+3927   136.57513   39.4606      
  J0906+3405   136.58178   34.09104     
  J0906+0148   136.59533   1.80593      
  J0906+2512   136.60261   25.21058     
  J0906+0707   136.63851   7.12376      
  J0906-0034   136.66521   -0.58011     
  J0906+0259   136.67014   2.99105      
  J0906+0038   136.67749   0.64367      
  J0906+0510   136.68772   5.1743       
  J0906+5724   136.70234   57.41316     
  J0907+3100   136.75812   31.01038     
  J0907+0730   136.78249   7.5024       
  J0907+4052   136.80612   40.88031     
  J0907+0807   136.82465   8.12178      
  J0907+1055   136.82481   10.92013     
  J0907+2557   136.83129   25.96144     
  J0907+3916   136.8314    39.27397     
  J0907+3355   136.8352    33.92968     
  J0907+3808   136.83968   38.1456      
  J0907+0521   136.84805   5.36318      
  J0907+0813   136.84825   8.22586      
  J0907+5918   136.84826   59.30562     
  J0907+3814   136.86471   38.23951     
  J0907+0300   136.89132   3.01246      
  J0907+0452   136.89632   4.86948      
  J0907+0259   136.93226   2.99844      
  J0907+0437   136.96599   4.63247      
  J0907+2725   136.97408   27.42742     
  J0907+3606   136.99502   36.11189     
  J0908+3159   137.01165   31.9895      
  J0908+0836   137.01909   8.61268      
  J0908+3235   137.02147   32.59029     
  J0908+3039   137.03591   30.65951     
  J0908+0232   137.05102   2.54432      
  J0908+0815   137.05466   8.26366      
  J0908+2447   137.09737   24.78419     
  J0908+4413   137.10763   44.23613     
  J0908+3745   137.12716   37.75953     
  J0908+0922   137.13621   9.37777      
  J0908+0452   137.13721   4.87765      
  J0908+2430   137.1447    24.50773     
  J0908+2642   137.19178   26.71416     
  J0908+2813   137.20773   28.22643     
  J0908+2425   137.22967   24.42515     
  J0909+0953   137.26281   9.89325      
  J0909+1040   137.26404   10.67128     
  J0909+3200   137.27384   32.00567     
  J0909+0300   137.29715   3.01544      
  J0909+4354   137.36373   43.90919     
  J0909-0043   137.36649   -0.71705     
  J0909+4056   137.38208   40.9418      
  J0909+3410   137.38514   34.17329     
  J0909+0241   137.38735   2.698        
  J0909+0747   137.39833   7.79291      
  J0909+4408   137.41682   44.1501      
  J0909+3310   137.45272   33.17445     
  J0910+0255   137.51038   2.9294       
  J0910+0331   137.52274   3.52032      
  J0910-0042   137.52299   -0.71256     
  J0910+1106   137.53421   11.10832     
  J0910+3802   137.5359    38.0408      
  J0910+0019   137.54493   0.31711      
  J0910+0943   137.57626   9.71709      
  J0910+4402   137.58262   44.0492      
  J0910+0049   137.58529   0.8238       
  J0910+0158   137.59726   1.97231      
  J0910+3143   137.62868   31.72741     
  J0910+0137   137.64438   1.62925      
  J0910+4100   137.65395   41.00609     
  J0910+3340   137.66271   33.67737     
  J0910+2501   137.70723   25.03144     
  J0910+0837   137.73923   8.62869      
  J0910+3655   137.7422    36.92724     
  J0910+4030   137.74912   40.50988     
  J0911+5752   137.75701   57.87233     
  J0911+3912   137.84652   39.21167     
  J0911+3428   137.84909   34.47654     
  J0911+0222   137.85864   2.36997      
  J0911+5625   137.92311   56.43029     
  J0911+3058   137.95576   30.97218     
  J0911+4459   137.97585   44.98979     
  J0911+0914   137.98258   9.23369      
  J0912+3548   138.00081   35.8028      
  J0912+4534   138.02048   45.58157     
  J0912+3307   138.02911   33.11943     
  J0912+3608   138.04103   36.14198     
  J0912+3734   138.04254   37.56872     
  J0912+5601   138.09399   56.02667     
  J0912+4058   138.09481   40.98126     
  J0912+0147   138.10658   1.78545      
  J0912+1115   138.12975   11.26469     
  J0912+0427   138.13405   4.4504       
  J0912+2739   138.13411   27.66129     
  J0912+0912   138.14572   9.20364      
  J0912+2727   138.15332   27.45986     
  J0912+3541   138.16235   35.69887     
  J0912+0731   138.16494   7.53091      
  J0912+2439   138.16688   24.65049     
  J0912+0825   138.17855   8.42556      
  J0912+5908   138.18814   59.14153     
  J0912+0526   138.20485   5.446        
  J0912+0047   138.22192   0.78513      
  J0912+0324   138.22237   3.40422      
  J0912+0934   138.24573   9.57698      
  J0913+0059   138.31686   0.99349      
  J0913+2909   138.33772   29.14998     
  J0913+0121   138.3788    1.35807      
  J0913+0211   138.39371   2.18719      
  J0913+2459   138.39651   24.99422     
  J0913+0515   138.40217   5.25116      
  J0913+4134   138.40562   41.57538     
  J0913+3405   138.43362   34.08665     
  J0913+2637   138.45461   26.62064     
  J0913+5902   138.46309   59.03348     
  J0913+4530   138.46578   45.51266     
  J0913+5851   138.49639   58.8634      
  J0914+0808   138.5043    8.13426      
  J0914+4026   138.51409   40.43873     
  J0914+3230   138.52033   32.50454     
  J0914+0331   138.54118   3.53047      
  J0914+1057   138.55996   10.95544     
  J0914+0924   138.5721    9.41094      
  J0914+0024   138.5744    0.40251      
  J0914+0646   138.58588   6.77351      
  J0914+0510   138.59041   5.18146      
  J0914+1008   138.63925   10.13712     
  J0914+3625   138.65219   36.43135     
  J0914+4502   138.66481   45.05237     
  J0914+5604   138.66917   56.06752     
  J0914+3953   138.6737    39.8852      
  J0914+1006   138.70128   10.10056     
  J0914+0109   138.70555   1.15141      
  J0915+0201   138.76017   2.01908      
  J0915+4829   138.76448   48.48848     
  J0915+0909   138.77622   9.15063      
  J0915+5707   138.78816   57.11838     
  J0915+0548   138.79066   5.8159       
  J0915+3549   138.79768   35.82428     
  J0915+0606   138.80676   6.10835      
  J0915+0021   138.81252   0.3629       
  J0915+2452   138.83121   24.8821      
  J0915+4213   138.84581   42.22778     
  J0915+3919   138.85078   39.32292     
  J0915+0311   138.86585   3.19975      
  J0915+3926   138.87706   39.44731     
  J0915+0815   138.88311   8.2622       
  J0915+0148   138.899     1.80422      
  J0915-0033   138.92724   -0.5573      
  J0915+1006   138.93292   10.11164     
  J0915+0802   138.95221   8.04675      
  J0915+5555   138.96084   55.92269     
  J0915+3257   138.96371   32.96213     
  J0915+4201   138.96818   42.02937     
  J0915+4416   138.97943   44.28059     
  J0915+0745   138.99144   7.76298      
  J0915+2633   138.99682   26.55624     
  J0916+0905   139.002     9.09516      
  J0916+4842   139.00651   48.70718     
  J0916+0343   139.00856   3.73036      
  J0916+3158   139.05163   31.96791     
  J0916+5616   139.09686   56.27146     
  J0916+2546   139.1038    25.77698     
  J0916+0501   139.10455   5.02822      
  J0916+0723   139.12261   7.39966      
  J0916+0735   139.13699   7.58747      
  J0916+2619   139.15491   26.32125     
  J0916+0124   139.19155   1.40241      
  J0916+0822   139.19916   8.37788      
  J0916+3454   139.22086   34.90899     
  J0916+5124   139.24627   51.41403     
  J0917+0904   139.26762   9.07832      
  J0917+5719   139.27761   57.32046     
  J0917+0131   139.28928   1.53252      
  J0917+3240   139.29051   32.67192     
  J0917+0011   139.30454   0.19745      
  J0917+4355   139.30738   43.92        
  J0917+0747   139.32561   7.77644      
  J0917+0037   139.33234   0.63224      
  J0917+5919   139.36105   59.32845     
  J0917+0035   139.37608   0.59891      
  J0917+5700   139.38706   57.0128      
  J0917+2644   139.39673   26.74143     
  J0917+3922   139.41504   39.38299     
  J0917+0445   139.41566   4.76261      
  J0917+0419   139.45107   4.32967      
  J0917+0155   139.47365   1.92367      
  J0917+4559   139.47524   45.98775     
  J0917+3711   139.48774   37.18605     
  J0918+0735   139.53511   7.59829      
  J0918+3916   139.53896   39.26673     
  J0918+3923   139.54459   39.38617     
  J0918+1042   139.56033   10.68713     
  J0918+0011   139.5696    0.1958       
  J0918+0509   139.58311   5.1626       
  J0918+0457   139.60445   4.95215      
  J0918+0020   139.63616   0.34736      
  J0918+0833   139.66724   8.56224      
  J0918+2649   139.67374   26.83298     
  J0918+4140   139.68838   41.67315     
  J0918+3345   139.73375   33.75494     
  J0918+3829   139.74586   38.49603     
  J0918+6042   139.74739   60.707       
  J0919+0034   139.75807   0.57463      
  J0919+0505   139.77939   5.08918      
  J0919+0556   139.78331   5.94456      
  J0919+4925   139.78892   49.419       
  J0919+0351   139.80515   3.86664      
  J0919+0204   139.82152   2.08135      
  J0919+0449   139.84672   4.82689      
  J0919+3737   139.94622   37.62966     
  J0919+4521   139.98301   45.3585      
  J0919+5755   139.9973    57.92097     
  J0920+5205   140.00227   52.09878     
  J0920+3325   140.00837   33.41813     
  J0920+4303   140.00915   43.05985     
  J0920+3639   140.03494   36.6571      
  J0920+4327   140.05064   43.45861     
  J0920+0507   140.06226   5.12725      
  J0920+0211   140.0803    2.19016      
  J0920+2536   140.09465   25.60308     
  J0920+0833   140.10881   8.55293      
  J0920+3824   140.15042   38.40255     
  J0920+4223   140.19654   42.39043     
  J0920+4245   140.21169   42.76187     
  J0920+0109   140.21439   1.15235      
  J0920+4331   140.21527   43.52953     
  J0920+3542   140.2236    35.70613     
  J0920+3303   140.22556   33.05975     
  J0920+6028   140.23145   60.47604     
  J0920+0811   140.242     8.18881      
  J0921+6016   140.26086   60.27416     
  J0921+5713   140.26305   57.22343     
  J0921+5205   140.29033   52.09655     
  J0921+4050   140.30054   40.8453      
  J0921+5116   140.30522   51.28316     
  J0921+3613   140.36018   36.23183     
  J0921+4729   140.37741   47.48699     
  J0921+2546   140.38876   25.77268     
  J0921+3711   140.40285   37.18523     
  J0921+5135   140.44235   51.59318     
  J0921+1006   140.4815    10.10271     
  J0921+5736   140.48259   57.61316     
  J0921+3528   140.49313   35.47163     
  J0922+0821   140.52207   8.35596      
  J0922+3506   140.53445   35.10387     
  J0922+4523   140.54078   45.38646     
  J0922+3628   140.55518   36.47984     
  J0922+0217   140.58645   2.29656      
  J0922+0435   140.58792   4.59205      
  J0922+0305   140.6168    3.08372      
  J0922+3301   140.62784   33.02489     
  J0923+3734   140.75287   37.5672      
  J0923+0530   140.77562   5.51594      
  J0923+0107   140.80055   1.1167       
  J0923+2742   140.8124    27.70871     
  J0923+4826   140.82362   48.44923     
  J0923+6011   140.83408   60.19062     
  J0923+0309   140.83495   3.15656      
  J0923+2918   140.84768   29.31646     
  J0923+2551   140.87956   25.85928     
  J0923+0824   140.90318   8.39989      
  J0923+4815   140.91465   48.26181     
  J0923+3532   140.92013   35.53485     
  J0923+4738   140.93626   47.6477      
  J0923+0250   140.95757   2.83652      
  J0923+4240   140.96058   42.66862     
  J0923+0202   140.96768   2.04634      
  J0923+4027   140.97173   40.45305     
  J0923+0239   140.97451   2.66595      
  J0923+4911   140.97659   49.20468     
  J0923-0007   140.98618   -0.12332     
  J0923+2705   140.98713   27.08462     
  J0923+5700   140.99157   57.01106     
  J0924+5222   141.00677   52.37539     
  J0924+0854   141.02121   8.90173      
  J0924+3321   141.02423   33.35217     
  J0924+4200   141.08263   42.01146     
  J0924+3453   141.08713   34.89194     
  J0924+0533   141.09066   5.55511      
  J0924+0554   141.1408    5.91574      
  J0924+0001   141.14619   0.02017      
  J0924+3331   141.14738   33.52181     
  J0924+5637   141.15224   56.62385     
  J0924+3345   141.15283   33.76509     
  J0924+0747   141.18661   7.79471      
  J0924+5051   141.20644   50.85592     
  J0924+4802   141.23269   48.03998     
  J0924+4809   141.24733   48.15577     
  J0925+0842   141.265     8.71247      
  J0925+5200   141.28013   52.01439     
  J0925+0848   141.28565   8.80473      
  J0925+2709   141.31426   27.13422     
  J0925+0514   141.32117   5.24767      
  J0925+4800   141.33649   48.00243     
  J0925+3153   141.34357   31.89106     
  J0925+2826   141.36992   28.4348      
  J0925+3949   141.38022   39.83327     
